Document,0,1,2,3,4,5,6,7,8,9,10,11
465,0.01278,0.02758,0.08344,0.03631,0.01587,0.02057,0.35728,0.03654,0.04273,0.04044,0.05997,0.02022
466,0.74146,0.01815,0.0211,0.02174,0.02256,0.02571,0.02488,0.02059,0.01933,0.03214,0.02842,0.02393
467,0.75287,0.01768,0.02044,0.02096,0.02144,0.0244,0.02381,0.02014,0.01877,0.02998,0.02684,0.02269
468,0.01276,0.04856,0.56307,0.04876,0.01885,0.02322,0.05679,0.04591,0.0884,0.03028,0.03979,0.02361
469,0.00673,0.00849,0.01032,0.02189,0.0278,0.23717,0.01051,0.01186,0.01083,0.01324,0.01377,0.07989
470,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,0.00732,0.78835,0.02693,0.02187,0.01217,0.0137,0.01943,0.02036,0.04437,0.0144,0.01707,0.01404
472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
473,0.01512,0.04913,0.50467,0.06056,0.02233,0.02754,0.06622,0.05636,0.08718,0.03581,0.04691,0.02818
474,0.01377,0.02614,0.07435,0.03485,0.01615,0.021,0.61734,0.0352,0.03986,0.04029,0.06046,0.02058
475,0.01307,0.04578,0.56834,0.04992,0.01895,0.02334,0.05808,0.0491,0.07907,0.03064,0.04002,0.02369
476,0.81219,0.0132,0.01528,0.01597,0.01701,0.01907,0.01768,0.01501,0.01406,0.02257,0.02014,0.01782
477,0.00489,0.01061,0.01611,0.02935,0.00822,0.01054,0.01449,0.5235,0.01715,0.01164,0.01502,0.01064
478,0.01576,0.04025,0.44698,0.06951,0.02298,0.03017,0.09665,0.06121,0.07147,0.04728,0.0675,0.03025
479,0.00655,0.7982,0.02591,0.02074,0.01094,0.01245,0.01815,0.0193,0.04595,0.01319,0.01583,0.01277
480,0.01312,0.30405,0.05416,0.04409,0.02324,0.02664,0.03984,0.03935,0.09497,0.02931,0.03504,0.02723
481,0.00846,0.0305,0.05135,0.2237,0.01926,0.02553,0.03591,0.09061,0.06496,0.02757,0.03736,0.02659
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
483,0.01834,0.36232,0.07763,0.05811,0.0303,0.03517,0.0589,0.05461,0.12372,0.04141,0.04977,0.03555
484,0.00889,0.07274,0.06599,0.05118,0.01745,0.02154,0.04168,0.04858,0.27362,0.02654,0.03477,0.02185
485,0.00775,0.02082,0.03422,0.71053,0.01671,0.02273,0.02493,0.04978,0.04006,0.02081,0.02743,0.02423
486,0.01671,0.0414,0.40506,0.07778,0.02469,0.03288,0.1014,0.06636,0.07419,0.05163,0.07503,0.03288
487,0.01986,0.04468,0.30738,0.08365,0.02813,0.03789,0.13164,0.07361,0.07625,0.06439,0.09506,0.03746
488,0.95037,0.0035,0.00405,0.00421,0.00446,0.005,0.0047,0.00397,0.00372,0.00599,0.00535,0.00468
489,0.01826,0.04271,0.06172,0.3585,0.04077,0.05842,0.05338,0.11942,0.07452,0.04877,0.06289,0.06065
490,0.00739,0.01635,0.02774,0.75047,0.01661,0.0229,0.02094,0.04229,0.02769,0.01892,0.02389,0.02482
491,0.78932,0.01477,0.01715,0.01791,0.01902,0.02138,0.01986,0.01684,0.01575,0.0254,0.02265,0.01996
492,0.01989,0.33512,0.0893,0.06438,0.03271,0.03811,0.06576,0.06067,0.14201,0.04535,0.05487,0.03856
493,0.0098,0.02713,0.03826,0.63726,0.02231,0.02945,0.02931,0.0671,0.05025,0.02512,0.03223,0.03178
494,0.00768,0.02176,0.03216,0.70861,0.01684,0.02219,0.02394,0.05524,0.0419,0.01995,0.02595,0.0238
495,0.00983,0.02839,0.04247,0.62296,0.02125,0.02805,0.03118,0.07068,0.05603,0.02566,0.03358,0.02994
496,0.01503,0.56275,0.05391,0.04577,0.02576,0.02906,0.04146,0.04119,0.08725,0.03134,0.03685,0.02962
497,0.00242,0.0055,0.00824,0.01656,0.00419,0.00538,0.00721,0.79615,0.00916,0.00576,0.00748,0.00545
498,0.01356,0.03148,0.04196,0.38197,0.03597,0.05443,0.03788,0.0738,0.05039,0.03783,0.04621,0.05676
499,0.01017,0.02763,0.04653,0.6196,0.02175,0.02929,0.0329,0.06432,0.05355,0.02714,0.03577,0.03136
500,0.01657,0.03754,0.45381,0.07186,0.0237,0.03152,0.09026,0.06027,0.0667,0.04772,0.06847,0.03159
501,0.00623,0.04927,0.05303,0.03391,0.01181,0.01457,0.03023,0.03188,0.15589,0.01849,0.02432,0.01478
502,0.01696,0.04347,0.29337,0.07435,0.02552,0.03385,0.11921,0.06306,0.07559,0.05677,0.08307,0.03386
503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,0.86723,0.00934,0.01081,0.01128,0.01199,0.01345,0.01253,0.01061,0.00995,0.01599,0.01426,0.01257
505,0.013,0.04902,0.56834,0.04732,0.01893,0.02328,0.05755,0.04463,0.0839,0.03056,0.03985,0.02361
506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,0.00139,0.00331,0.00378,0.01876,0.00565,0.00999,0.00376,0.00512,0.00473,0.00412,0.00473,0.01049
508,0.01209,0.01576,0.0178,0.04002,0.06347,0.24656,0.0182,0.02164,0.0196,0.0224,0.0233,0.1359
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
510,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,0.00844,0.01281,0.01438,0.02821,0.08501,0.07834,0.01401,0.01589,0.01565,0.01646,0.01717,0.13779
512,0.01927,0.02719,0.02743,0.05642,0.47149,0.10351,0.02734,0.03326,0.03173,0.03155,0.03285,0.13798
513,0.00347,0.01114,0.8964,0.01129,0.00483,0.00594,0.01525,0.01054,0.01692,0.008,0.01022,0.006
514,0.00726,0.17868,0.03084,0.02962,0.01492,0.01703,0.02422,0.02551,0.05834,0.01855,0.02209,0.01739
515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,0.9238,0.00541,0.0063,0.00647,0.00662,0.00756,0.00732,0.00622,0.00577,0.00925,0.00827,0.00702
518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,0.00248,0.93667,0.00705,0.00661,0.004,0.00458,0.00625,0.00583,0.01153,0.00478,0.00561,0.00462
520,0.01023,0.01384,0.0162,0.03905,0.04008,0.3331,0.01673,0.01971,0.01775,0.02085,0.02203,0.09663
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
522,0.01255,0.02787,0.60449,0.05153,0.01777,0.02338,0.06392,0.04344,0.048,0.03495,0.04858,0.02352
523,0.01405,0.25003,0.0644,0.05119,0.02437,0.02862,0.04723,0.0477,0.13186,0.03294,0.04045,0.02906
524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,0.01042,0.02578,0.04297,0.61617,0.02431,0.03368,0.03238,0.06748,0.04469,0.02891,0.03692,0.03628
526,0.00748,0.00954,0.01176,0.0252,0.03044,0.18312,0.0119,0.01347,0.01228,0.01491,0.01558,0.09791
527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,0.00639,0.01153,0.02649,0.01632,0.00756,0.01016,0.80906,0.01623,0.01715,0.02493,0.0444,0.00978
529,0.01692,0.25468,0.0799,0.05585,0.02775,0.03243,0.05727,0.05282,0.12698,0.03889,0.04732,0.03283
530,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,0.96548,0.00247,0.00286,0.00293,0.00299,0.00341,0.00333,0.00282,0.00262,0.00418,0.00375,0.00317
533,0.00545,0.01193,0.02008,0.81783,0.01238,0.01697,0.01516,0.03068,0.01998,0.01379,0.01729,0.01847
534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,0.75007,0.01781,0.02043,0.02123,0.0223,0.02506,0.02375,0.02011,0.01886,0.03009,0.02692,0.02339
536,0.00756,0.0185,0.75931,0.03311,0.01108,0.01422,0.03468,0.02817,0.03254,0.0197,0.02663,0.0145
537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,0.019,0.04381,0.33189,0.08948,0.02829,0.03835,0.11035,0.07271,0.07701,0.06109,0.0898,0.0382
540,0.00813,0.0201,0.02537,0.68501,0.0228,0.03346,0.02236,0.04158,0.03227,0.022,0.02673,0.03605
541,0.01568,0.48562,0.0628,0.05297,0.02712,0.0312,0.04729,0.04894,0.12071,0.03437,0.04147,0.03184
542,0.01766,0.2785,0.08521,0.07033,0.03082,0.03652,0.05926,0.06562,0.22674,0.04097,0.05113,0.03725
543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,0.01672,0.06004,0.45494,0.06422,0.02517,0.03052,0.068,0.05838,0.10254,0.03845,0.04955,0.03147
546,0.00551,0.00531,0.00813,0.00797,0.00544,0.00805,0.0139,0.00747,0.00677,0.29267,0.03157,0.0072
547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,0.01104,0.62078,0.04852,0.03897,0.0192,0.02206,0.03342,0.03628,0.09396,0.02406,0.02912,0.0226
549,0.00933,0.02607,0.03894,0.64287,0.0219,0.02923,0.02938,0.06502,0.04765,0.02535,0.03256,0.03169
550,0.00452,0.0099,0.015,0.02727,0.00761,0.00973,0.01335,0.57041,0.016,0.01069,0.01378,0.00982
551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,0.01412,0.03242,0.04172,0.52536,0.03472,0.05159,0.03806,0.07156,0.05381,0.03687,0.04595,0.05383
553,0.01493,0.04541,0.44035,0.07135,0.02235,0.02881,0.08885,0.06903,0.08733,0.04253,0.06003,0.02901
554,0.01044,0.02434,0.04081,0.63009,0.02527,0.03588,0.03116,0.05703,0.04076,0.02889,0.03623,0.0391
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
556,0.01565,0.4724,0.06761,0.05384,0.0265,0.03061,0.04819,0.0522,0.1261,0.03424,0.04153,0.03113
557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,0.01698,0.36067,0.07492,0.06525,0.03015,0.03517,0.05361,0.06092,0.18081,0.03836,0.04718,0.03598
559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
560,0.00611,0.00931,0.01039,0.02141,0.05567,0.0824,0.01043,0.01198,0.01136,0.01262,0.01307,0.10699
561,0.01107,0.01599,0.01846,0.03841,0.07189,0.30148,0.01872,0.02104,0.01984,0.0232,0.02404,0.17967
562,0.01281,0.03692,0.41098,0.0615,0.01969,0.02586,0.08385,0.05399,0.06772,0.04059,0.05839,0.02589
563,0.01531,0.38862,0.06919,0.05352,0.02614,0.03033,0.04959,0.05153,0.12644,0.03483,0.04232,0.03078
564,0.01482,0.04309,0.2019,0.07361,0.02241,0.02961,0.11206,0.07515,0.08041,0.04876,0.07358,0.02943
565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,0.01507,0.05444,0.37735,0.07191,0.0241,0.02995,0.07589,0.06693,0.09849,0.04092,0.05406,0.03062
567,0.01744,0.04023,0.42344,0.07171,0.0243,0.03205,0.10265,0.06405,0.07089,0.04977,0.07147,0.03202
568,0.01277,0.03014,0.04343,0.34604,0.03242,0.0461,0.03665,0.08066,0.04917,0.03507,0.04332,0.04918
569,0.00359,0.01539,0.02125,0.01397,0.00633,0.00813,0.02428,0.01348,0.02585,0.01161,0.01617,0.008
570,0.01439,0.04849,0.51675,0.05889,0.02135,0.02633,0.06342,0.05599,0.08837,0.03416,0.04493,0.02693
571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,0.01636,0.25986,0.08343,0.0674,0.02901,0.0344,0.0571,0.0632,0.21968,0.03922,0.04901,0.03508
573,0.00542,0.83681,0.02063,0.01694,0.00909,0.01027,0.01468,0.01596,0.03597,0.0108,0.01289,0.01054
574,0.01885,0.02662,0.02735,0.0563,0.45662,0.10608,0.027,0.03281,0.03132,0.03109,0.03243,0.15353
575,0.93367,0.00474,0.00549,0.00563,0.00576,0.00656,0.00638,0.00542,0.00504,0.00803,0.00719,0.0061
576,0.01161,0.01514,0.01718,0.03881,0.05899,0.25126,0.01758,0.02092,0.01888,0.02166,0.02255,0.12657
577,0.84847,0.01061,0.01254,0.01274,0.01305,0.01487,0.01472,0.01223,0.01138,0.01881,0.01668,0.0139
578,0.00986,0.05072,0.03733,0.05887,0.01952,0.02437,0.03086,0.0417,0.1254,0.02362,0.03033,0.02519
579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
580,0.0149,0.02817,0.08244,0.03831,0.01758,0.02295,0.58011,0.03842,0.04335,0.04421,0.06706,0.02248
581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,0.01031,0.01769,0.03888,0.02834,0.01272,0.01769,0.2287,0.02721,0.02684,0.04914,0.11694,0.01688
583,0.61841,0.02094,0.02465,0.02517,0.02564,0.02937,0.02879,0.02424,0.02244,0.03663,0.0326,0.02731
584,0.01627,0.03794,0.21038,0.06775,0.02343,0.03163,0.11558,0.06004,0.06321,0.05604,0.08187,0.03107
585,0.01929,0.04311,0.36764,0.07148,0.02585,0.03423,0.12796,0.06573,0.07345,0.05619,0.0812,0.03387
586,0.01077,0.7213,0.03196,0.0285,0.01705,0.01957,0.02796,0.02567,0.05185,0.02091,0.0247,0.01976
587,0.01009,0.06258,0.05145,0.08265,0.02349,0.02937,0.04036,0.06095,0.18894,0.03037,0.03932,0.0305
588,0.01646,0.0389,0.05573,0.33266,0.04062,0.05863,0.04819,0.10898,0.06387,0.04611,0.05745,0.06119
589,0.00458,0.01073,0.01634,0.03081,0.0078,0.00994,0.0139,0.73333,0.01806,0.01084,0.01411,0.01009
590,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
591,0.84899,0.0107,0.01232,0.0128,0.01343,0.01514,0.01437,0.0121,0.01135,0.01833,0.01634,0.01412
592,0.01397,0.03136,0.55108,0.06125,0.0203,0.02678,0.06919,0.04996,0.05509,0.03916,0.05479,0.02707
593,0.01354,0.05238,0.29961,0.07071,0.02209,0.02776,0.07023,0.06674,0.10699,0.03787,0.0512,0.02827
594,0.01939,0.04528,0.31406,0.0818,0.02802,0.03766,0.13103,0.06893,0.07882,0.06322,0.09433,0.03746
595,0.01448,0.05658,0.3676,0.0724,0.02343,0.02922,0.07391,0.0695,0.11003,0.03973,0.05307,0.02978
596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,0.01536,0.02132,0.02287,0.04802,0.28021,0.10398,0.02253,0.0274,0.02568,0.02623,0.02737,0.17354
598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,0.94379,0.00396,0.00458,0.00477,0.00504,0.00567,0.00533,0.00449,0.00421,0.00681,0.00607,0.00529
600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,0.01419,0.2961,0.06248,0.05813,0.02681,0.03083,0.04413,0.05277,0.15333,0.03257,0.03976,0.03185
602,0.0124,0.03853,0.05305,0.33769,0.02753,0.03711,0.04226,0.10254,0.07723,0.03503,0.04633,0.03877
603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0.00979,0.0286,0.65955,0.03956,0.01413,0.01818,0.05983,0.03637,0.05032,0.02755,0.03797,0.01817
605,0.00852,0.02036,0.03193,0.0818,0.01528,0.01995,0.02648,0.23484,0.03663,0.02085,0.02769,0.02037
606,0.00155,0.00397,0.01425,0.00652,0.00256,0.00345,0.0234,0.00595,0.0066,0.00688,0.01113,0.00338
607,0.01564,0.48207,0.06105,0.05373,0.02697,0.03098,0.04443,0.04998,0.13154,0.03243,0.03938,0.0318
608,0.01075,0.01423,0.01612,0.03679,0.05874,0.20587,0.01639,0.01955,0.01779,0.02003,0.02092,0.1495
609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,0.01122,0.03942,0.62325,0.04464,0.0166,0.02043,0.04904,0.04246,0.071,0.02644,0.03464,0.02085
611,0.01612,0.08072,0.32822,0.07207,0.02622,0.03239,0.07961,0.06814,0.16015,0.04357,0.05764,0.03286
612,0.0158,0.35672,0.07198,0.05946,0.02787,0.03244,0.05061,0.0576,0.14649,0.03612,0.04407,0.03294
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
614,0.0056,0.00742,0.00763,0.01415,0.7477,0.02717,0.00759,0.0088,0.00857,0.00883,0.00908,0.03713
615,0.0144,0.04438,0.42249,0.07508,0.02248,0.02917,0.08605,0.07101,0.08368,0.04359,0.06143,0.02929
616,0.01166,0.03013,0.03549,0.37249,0.03056,0.04639,0.03346,0.05788,0.04925,0.03293,0.04072,0.0472
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
618,0.00149,0.0096,0.00655,0.01029,0.00375,0.00466,0.0059,0.00728,0.01927,0.00456,0.00581,0.00479
619,0.8518,0.01062,0.01227,0.01258,0.01285,0.01463,0.01427,0.0121,0.01127,0.01793,0.01607,0.0136
620,0.01613,0.28709,0.07674,0.05648,0.02733,0.03199,0.05458,0.05259,0.13916,0.03749,0.04588,0.03251
621,0.93278,0.00473,0.00551,0.00567,0.00587,0.00668,0.00646,0.0054,0.00505,0.00827,0.00735,0.00622
622,0.01397,0.04582,0.53302,0.05627,0.02045,0.0254,0.06415,0.05354,0.08345,0.0336,0.04449,0.02585
623,0.01173,0.01628,0.0171,0.03373,0.27901,0.06964,0.01679,0.0198,0.01922,0.01944,0.0202,0.10875
624,0.01039,0.01846,0.04418,0.02883,0.01278,0.01755,0.56918,0.02776,0.02834,0.04506,0.09135,0.01684
625,0.0141,0.05568,0.51927,0.05271,0.02076,0.02545,0.06162,0.05042,0.09795,0.03303,0.04313,0.02587
626,0.0121,0.46719,0.05037,0.04095,0.02098,0.02404,0.03691,0.03912,0.08929,0.02683,0.03217,0.02443
627,0.01088,0.0371,0.51724,0.05335,0.01712,0.02172,0.06164,0.05013,0.06971,0.03115,0.04245,0.022
628,0.01875,0.04529,0.06259,0.32771,0.04075,0.05743,0.05555,0.1386,0.07962,0.04997,0.06479,0.05894
629,0.00856,0.02722,0.04772,0.17921,0.02299,0.0301,0.03248,0.05548,0.04831,0.02766,0.03519,0.03327
630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
631,0.00735,0.01164,0.01312,0.02594,0.07395,0.07266,0.01279,0.01453,0.01427,0.01505,0.01571,0.1311
632,0.01148,0.04076,0.05514,0.23415,0.02496,0.03254,0.04018,0.08179,0.09265,0.03155,0.04169,0.03438
633,0.01045,0.0474,0.05093,0.1427,0.02591,0.03358,0.04029,0.0766,0.1099,0.03226,0.04205,0.03524
634,0.94526,0.00392,0.00453,0.00465,0.00474,0.00541,0.00527,0.00447,0.00416,0.00662,0.00594,0.00502
635,0.93468,0.00448,0.00531,0.00544,0.00556,0.00645,0.00635,0.00516,0.00482,0.00842,0.00734,0.00598
636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,0.7224,0.01978,0.0227,0.02359,0.02472,0.02782,0.02639,0.02236,0.02095,0.03343,0.0299,0.02595
638,0.01616,0.0228,0.02393,0.05081,0.27831,0.10968,0.0237,0.0288,0.02726,0.02756,0.02878,0.16059
639,0.01368,0.47265,0.06199,0.04843,0.02437,0.02785,0.04207,0.04359,0.11143,0.03052,0.03671,0.02863
640,0.01035,0.01328,0.01548,0.03446,0.04898,0.33174,0.0158,0.0186,0.01672,0.01962,0.02041,0.11607
641,0.00765,0.02405,0.04758,0.18664,0.0174,0.02359,0.03477,0.09728,0.04527,0.02723,0.03725,0.02423
642,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,0.01545,0.40663,0.05951,0.04891,0.02704,0.03044,0.04414,0.04448,0.09552,0.03316,0.03903,0.03109
644,0.01619,0.38262,0.06682,0.05664,0.02852,0.033,0.051,0.05194,0.12925,0.03697,0.0447,0.03358
645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
646,0.01081,0.0199,0.05551,0.03038,0.01318,0.01765,0.46667,0.03005,0.03096,0.0404,0.06787,0.01714
647,0.00914,0.02204,0.02625,0.49297,0.02699,0.04169,0.02416,0.04041,0.03413,0.02464,0.02941,0.04448
648,0.87115,0.00889,0.01057,0.01079,0.01092,0.01256,0.0126,0.01043,0.00959,0.01638,0.0144,0.01172
649,0.92734,0.00518,0.00603,0.00616,0.00627,0.00717,0.00701,0.00594,0.00552,0.00882,0.0079,0.00666
650,0.00889,0.02591,0.1257,0.06545,0.01697,0.02315,0.057,0.04812,0.04931,0.03469,0.05139,0.0233
651,0.00542,0.01261,0.01949,0.03571,0.00917,0.01168,0.01651,0.60452,0.02113,0.01282,0.01669,0.01184
652,0.01612,0.4613,0.06537,0.05537,0.02786,0.03219,0.04923,0.05159,0.12946,0.03559,0.04311,0.0328
653,0.01506,0.51245,0.05698,0.05015,0.02621,0.03036,0.04625,0.04517,0.10211,0.03416,0.04089,0.03069
654,0.01548,0.06286,0.458,0.05929,0.02308,0.02834,0.06737,0.05595,0.11624,0.03656,0.04796,0.02886
655,0.01175,0.01585,0.01715,0.03287,0.17809,0.0723,0.0169,0.01928,0.01894,0.01979,0.02052,0.12556
656,0.77426,0.01579,0.0186,0.019,0.0195,0.0222,0.02188,0.01825,0.01693,0.02802,0.02483,0.02075
657,0.79822,0.01421,0.01646,0.01707,0.01777,0.02011,0.01931,0.01625,0.01514,0.02472,0.02198,0.01876
658,0.01441,0.51355,0.06103,0.04935,0.02428,0.02797,0.04209,0.04613,0.12598,0.02995,0.03652,0.02873
659,0.01037,0.0303,0.04956,0.37794,0.0221,0.02911,0.03586,0.10449,0.05816,0.02894,0.03823,0.03067
660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,0.95617,0.00312,0.00363,0.00372,0.00379,0.00433,0.00422,0.00358,0.00333,0.00532,0.00476,0.00402
662,0.00344,0.01114,0.89611,0.0114,0.00482,0.00592,0.0152,0.01065,0.01717,0.00796,0.0102,0.00598
663,0.01453,0.39124,0.05397,0.04718,0.02591,0.02906,0.04103,0.04256,0.09072,0.03121,0.03673,0.02971
664,0.01036,0.03107,0.19121,0.07009,0.01825,0.02426,0.06681,0.06055,0.05853,0.03704,0.05381,0.02438
665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
666,0.00558,0.01374,0.02207,0.07252,0.0103,0.01351,0.01745,0.08079,0.02584,0.01372,0.01831,0.01392
667,0.01443,0.24097,0.06136,0.05491,0.02624,0.03077,0.04641,0.04859,0.13635,0.03378,0.04127,0.03134
668,0.81459,0.01331,0.01533,0.01575,0.01612,0.01834,0.01783,0.01512,0.01411,0.02239,0.02008,0.01704
669,0.90182,0.00696,0.00805,0.0083,0.0087,0.00977,0.0094,0.00787,0.0074,0.01193,0.01064,0.00916
670,0.00844,0.0381,0.14117,0.05501,0.01616,0.0203,0.04853,0.05205,0.08579,0.02752,0.0373,0.02074
671,0.01504,0.31707,0.06876,0.0569,0.02653,0.03093,0.04835,0.05519,0.14113,0.03447,0.0421,0.0314
672,0.00895,0.01717,0.04133,0.02317,0.01066,0.01414,0.73772,0.02323,0.0257,0.03192,0.05235,0.01367
673,0.71682,0.0199,0.02325,0.02397,0.02472,0.0282,0.02716,0.02291,0.02127,0.03471,0.03087,0.02622
674,0.01703,0.31712,0.07175,0.06541,0.03094,0.03626,0.05453,0.05886,0.16099,0.03975,0.04857,0.03685
675,0.01241,0.2011,0.06443,0.0451,0.02092,0.02455,0.04297,0.04282,0.11794,0.02895,0.03568,0.02497
676,0.79162,0.01446,0.01718,0.01748,0.01773,0.02033,0.02035,0.01688,0.01558,0.02625,0.02316,0.01899
677,0.01501,0.03124,0.10073,0.04316,0.01863,0.0243,0.45021,0.04301,0.04877,0.04865,0.07314,0.02386
678,0.0118,0.02996,0.05125,0.50036,0.0271,0.03772,0.03814,0.07827,0.05301,0.03353,0.04333,0.04031
679,0.01898,0.47661,0.0612,0.05371,0.03074,0.03524,0.05021,0.04904,0.1072,0.03706,0.04422,0.03579
680,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
681,0.00847,0.02652,0.04662,0.17432,0.02276,0.02983,0.03206,0.05438,0.04688,0.02738,0.03481,0.033
682,0.0016,0.01025,0.00738,0.01234,0.00409,0.00512,0.00658,0.0084,0.02156,0.00514,0.00655,0.00528
683,0.01378,0.03624,0.33847,0.0746,0.02211,0.02937,0.07776,0.05928,0.06565,0.04436,0.06349,0.02978
684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,0.01616,0.30534,0.06477,0.05968,0.02923,0.03402,0.05044,0.05335,0.1345,0.03723,0.04509,0.03455
686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,0.0108,0.67104,0.04104,0.03457,0.01877,0.0211,0.0301,0.03198,0.06973,0.02255,0.0267,0.02161
688,0.01223,0.0165,0.01696,0.03322,0.67486,0.06336,0.01686,0.02012,0.01922,0.01957,0.02024,0.08686
689,0.89927,0.00696,0.00829,0.00843,0.00851,0.00979,0.00987,0.00815,0.00751,0.0128,0.01126,0.00914
690,0.67582,0.02238,0.02667,0.02714,0.02753,0.03183,0.03159,0.02605,0.02412,0.04114,0.03615,0.02958
691,0.00808,0.01671,0.03792,0.02204,0.00997,0.01334,0.56137,0.02185,0.02521,0.02972,0.05015,0.01285
692,0.01463,0.02767,0.08106,0.0374,0.01721,0.02241,0.58999,0.03764,0.0424,0.04298,0.06463,0.02197
693,0.00553,0.00878,0.01516,0.015,0.00742,0.01111,0.03223,0.01364,0.0125,0.04749,0.76683,0.01022
694,0.76494,0.01648,0.01928,0.01978,0.02048,0.0233,0.02266,0.01882,0.0176,0.02913,0.0258,0.02174
695,0.00362,0.00479,0.00492,0.00937,0.90787,0.01766,0.0049,0.00578,0.00555,0.00569,0.00587,0.02399
696,0.01079,0.02537,0.04238,0.58948,0.02636,0.0376,0.03248,0.059,0.04245,0.0302,0.03787,0.04096
697,0.00887,0.02295,0.04261,0.66291,0.01817,0.02468,0.02969,0.06369,0.04403,0.02416,0.03225,0.026
698,0.01638,0.46197,0.06565,0.05531,0.02831,0.03262,0.04963,0.05096,0.12638,0.03602,0.04349,0.03328
